id,id_region,name
1,2,MEDELLÍN
2,2,ABEJORRAL
3,2,ABRIAQUÍ
4,2,ALEJANDRÍA
5,2,AMAGÁ
6,2,AMALFI
7,2,ANDES
8,2,ANGELÓPOLIS
9,2,ANGOSTURA
10,2,ANORÍ
11,2,SANTA FÉ DE 2
12,2,ANZÁ
13,2,APARTADÓ
14,2,ARBOLETES
15,2,ARGELIA
16,2,ARMENIA
17,2,BARBOSA
18,2,BELMIRA
19,2,BELLO
20,2,BETANIA
21,2,BETULIA
22,2,CIUDAD 7
23,2,BRICEÑO
24,2,BURITICÁ
25,2,CÁCERES
26,2,CAICEDO
27,2,9
28,2,CAMPAMENTO
29,2,CAÑASGORDAS
30,2,CARACOLÍ
31,2,CARAMANTA
32,2,CAREPA
33,2,EL CARMEN DE VIBORAL
34,2,CAROLINA
35,2,12SIA
36,2,CHIGORODÓ
37,2,CISNEROS
38,2,COCORNÁ
39,2,CONCEPCIÓN
40,2,CONCORDIA
41,2,COPACABANA
42,2,DABEIBA
43,2,DONMATÍAS
44,2,EBÉJICO
45,2,EL BAGRE
46,2,ENTRERRÍOS
47,2,ENVIGADO
48,2,FREDONIA
49,2,FRONTINO
50,2,GIRALDO
51,2,GIRARDOTA
52,2,GÓMEZ PLATA
53,2,GRANADA
54,2,GUADALUPE
55,2,GUARNE
56,2,GUATAPÉ
57,2,HELICONIA
58,2,HISPANIA
59,2,ITAGÜÍ
60,2,ITUANGO
61,2,JARDÍN
62,2,JERICÓ
63,2,LA CEJA
64,2,LA ESTRELLA
65,2,LA PINTADA
66,2,LA UNIÓN
67,2,LIBORINA
68,2,MACEO
69,2,MARINILLA
70,2,MONTEBELLO
71,2,MURINDÓ
72,2,MUTATÁ
73,2,23
74,2,NECOCLÍ
75,2,NECHÍ
76,2,OLAYA
77,2,PEÑOL
78,2,PEQUE
79,2,PUEBLORRICO
80,2,PUERTO BERRÍO
81,2,PUERTO NARE
82,2,PUERTO TRIUNFO
83,2,REMEDIOS
84,2,RETIRO
85,2,RIONEGRO
86,2,SABANALARGA
87,2,SABANETA
88,2,SALGAR
89,2,SAN ANDRÉS DE CUERQUÍA
90,2,SAN CARLOS
91,2,SAN FRANCISCO
92,2,SAN JERÓNIMO
93,2,SAN JOSÉ DE LA MONTAÑA
94,2,SAN JUAN DE URABÁ
95,2,SAN LUIS
96,2,SAN PEDRO DE LOS MILAGROS
97,2,SAN PEDRO DE URABÁ
98,2,SAN RAFAEL
99,2,SAN ROQUE
100,2,SAN VICENTE FERRER
101,2,SANTA BÁRBARA
102,2,SANTA ROSA DE OSOS
103,2,SANTO DOMINGO
104,2,EL SANTUARIO
105,2,SEGOVIA
106,2,SONSÓN
107,2,SOPETRÁN
108,2,TÁMESIS
109,2,TARAZÁ
